"Time (UTCG)","Detic Latitude (deg)","Detic Longitude (deg)","Detic Altitude (km)"
5 Jan 2020 07:32:40.000,41.355,-79.336,459.293898
5 Jan 2020 07:32:50.000,40.842,-78.869,459.104376
5 Jan 2020 07:33:00.000,40.327,-78.410,458.914545
5 Jan 2020 07:33:10.000,39.809,-77.958,458.724498
5 Jan 2020 07:33:20.000,39.290,-77.514,458.534332
5 Jan 2020 07:33:30.000,38.768,-77.077,458.344142
5 Jan 2020 07:33:40.000,38.244,-76.646,458.154022
5 Jan 2020 07:33:50.000,37.719,-76.223,457.964068
5 Jan 2020 07:34:00.000,37.191,-75.806,457.774375
5 Jan 2020 07:34:00.202,37.180,-75.798,457.770555
5 Jan 2020 09:03:40.731,48.995,-111.510,462.136947
5 Jan 2020 09:03:50.000,48.563,-110.933,461.976947
5 Jan 2020 09:04:00.000,48.093,-110.322,461.802647
5 Jan 2020 09:04:10.000,47.620,-109.723,461.626689
5 Jan 2020 09:04:20.000,47.143,-109.136,461.449163
5 Jan 2020 09:04:30.000,46.662,-108.559,461.270156
5 Jan 2020 09:04:40.000,46.179,-107.994,461.089757
5 Jan 2020 09:04:50.000,45.692,-107.439,460.908057
5 Jan 2020 09:05:00.000,45.202,-106.894,460.725147
5 Jan 2020 09:05:10.000,44.709,-106.359,460.541116
5 Jan 2020 09:05:20.000,44.213,-105.834,460.356059
5 Jan 2020 09:05:30.000,43.714,-105.319,460.170066
5 Jan 2020 09:05:40.000,43.212,-104.812,459.983230
5 Jan 2020 09:05:50.000,42.708,-104.315,459.795646
5 Jan 2020 09:06:00.000,42.201,-103.826,459.607406
5 Jan 2020 09:06:10.000,41.692,-103.346,459.418606
5 Jan 2020 09:06:20.000,41.181,-102.873,459.229338
5 Jan 2020 09:06:30.000,40.667,-102.409,459.039698
5 Jan 2020 09:06:40.000,40.151,-101.953,458.849781
5 Jan 2020 09:06:50.000,39.632,-101.503,458.659682
5 Jan 2020 09:07:00.000,39.112,-101.062,458.469496
5 Jan 2020 09:07:10.000,38.590,-100.627,458.279317
5 Jan 2020 09:07:20.000,38.065,-100.199,458.089242
5 Jan 2020 09:07:30.000,37.539,-99.778,457.899365
5 Jan 2020 09:07:40.000,37.011,-99.363,457.709782
5 Jan 2020 09:07:50.000,36.481,-98.954,457.520587
5 Jan 2020 09:08:00.000,35.949,-98.552,457.331875
5 Jan 2020 09:08:10.000,35.416,-98.155,457.143741
5 Jan 2020 09:08:20.000,34.881,-97.764,456.956280
5 Jan 2020 09:08:30.000,34.344,-97.379,456.769585
5 Jan 2020 09:08:40.000,33.806,-96.999,456.583749
5 Jan 2020 09:08:50.000,33.267,-96.625,456.398867
5 Jan 2020 09:09:00.000,32.726,-96.255,456.215031
5 Jan 2020 09:09:10.000,32.184,-95.891,456.032332
5 Jan 2020 09:09:20.000,31.640,-95.531,455.850864
5 Jan 2020 09:09:30.000,31.095,-95.176,455.670717
5 Jan 2020 09:09:40.000,30.549,-94.825,455.491981
5 Jan 2020 09:09:50.000,30.001,-94.479,455.314747
5 Jan 2020 09:09:58.117,29.556,-94.200,455.172044
5 Jan 2020 22:43:15.379,30.286,-86.251,455.406713
5 Jan 2020 22:43:25.000,30.812,-85.916,455.577971
5 Jan 2020 22:43:35.000,31.358,-85.563,455.757407
5 Jan 2020 22:43:45.000,31.902,-85.206,455.938212
5 Jan 2020 22:43:55.000,32.445,-84.844,456.120294
5 Jan 2020 22:44:05.000,32.987,-84.477,456.303563
5 Jan 2020 22:44:15.000,33.527,-84.105,456.487925
5 Jan 2020 22:44:25.000,34.066,-83.728,456.673289
5 Jan 2020 22:44:35.000,34.603,-83.345,456.859561
5 Jan 2020 22:44:45.000,35.139,-82.958,457.046648
5 Jan 2020 22:44:55.000,35.673,-82.564,457.234457
5 Jan 2020 22:45:05.000,36.206,-82.165,457.422892
5 Jan 2020 22:45:15.000,36.737,-81.759,457.611860
5 Jan 2020 22:45:25.000,37.266,-81.348,457.801266
5 Jan 2020 22:45:35.000,37.793,-80.930,457.991015
5 Jan 2020 22:45:45.000,38.319,-80.506,458.181011
5 Jan 2020 22:45:55.000,38.842,-80.075,458.371161
5 Jan 2020 22:46:05.000,39.364,-79.636,458.561368
5 Jan 2020 22:46:15.000,39.883,-79.191,458.751537
5 Jan 2020 22:46:25.000,40.400,-78.739,458.941573
5 Jan 2020 22:46:35.000,40.915,-78.278,459.131382
5 Jan 2020 22:46:45.000,41.428,-77.810,459.320867
5 Jan 2020 22:46:55.000,41.939,-77.334,459.509935
5 Jan 2020 22:47:05.000,42.447,-76.850,459.698491
5 Jan 2020 22:47:15.000,42.952,-76.357,459.886440
5 Jan 2020 22:47:25.000,43.455,-75.855,460.073689
5 Jan 2020 22:47:35.000,43.955,-75.345,460.260145
5 Jan 2020 22:47:45.000,44.453,-74.825,460.445713
5 Jan 2020 22:47:55.000,44.948,-74.295,460.630301
5 Jan 2020 22:47:56.972,45.045,-74.189,460.666586
6 Jan 2020 00:17:09.913,31.267,-109.321,455.727296
6 Jan 2020 00:17:19.000,31.762,-108.997,455.891338
6 Jan 2020 00:17:29.000,32.305,-108.636,456.073100
6 Jan 2020 00:17:39.000,32.847,-108.270,456.256071
6 Jan 2020 00:17:49.000,33.388,-107.900,456.440161
6 Jan 2020 00:17:59.000,33.927,-107.524,456.625276
6 Jan 2020 00:18:09.000,34.465,-107.143,456.811323
6 Jan 2020 00:18:19.000,35.001,-106.757,456.998210
6 Jan 2020 00:18:29.000,35.536,-106.365,457.185842
6 Jan 2020 00:18:39.000,36.069,-105.967,457.374126
6 Jan 2020 00:18:49.000,36.600,-105.563,457.562966
6 Jan 2020 00:18:59.000,37.129,-105.153,457.752269
6 Jan 2020 00:19:09.000,37.657,-104.737,457.941940
6 Jan 2020 00:19:19.000,38.183,-104.314,458.131883
6 Jan 2020 00:19:29.000,38.707,-103.885,458.322003
6 Jan 2020 00:19:39.000,39.229,-103.449,458.512206
6 Jan 2020 00:19:49.000,39.749,-103.005,458.702396
6 Jan 2020 00:19:59.000,40.267,-102.555,458.892477
6 Jan 2020 00:20:09.000,40.782,-102.097,459.082355
6 Jan 2020 00:20:19.000,41.296,-101.631,459.271934
6 Jan 2020 00:20:29.000,41.807,-101.157,459.461121
6 Jan 2020 00:20:39.000,42.316,-100.674,459.649820
6 Jan 2020 00:20:49.000,42.822,-100.184,459.837936
6 Jan 2020 00:20:59.000,43.325,-99.684,460.025377
6 Jan 2020 00:21:09.000,43.826,-99.176,460.212048
6 Jan 2020 00:21:19.000,44.325,-98.659,460.397856
6 Jan 2020 00:21:29.000,44.820,-98.131,460.582708
6 Jan 2020 00:21:39.000,45.312,-97.595,460.766512
6 Jan 2020 00:21:49.000,45.802,-97.048,460.949177
6 Jan 2020 00:21:59.000,46.288,-96.490,461.130610
6 Jan 2020 00:22:09.000,46.771,-95.923,461.310722
6 Jan 2020 00:22:19.000,47.251,-95.344,461.489423
6 Jan 2020 00:22:29.000,47.727,-94.754,461.666623
6 Jan 2020 00:22:39.000,48.200,-94.152,461.842234
6 Jan 2020 00:22:47.152,48.582,-93.653,461.984149
6 Jan 2020 01:54:13.667,42.218,-124.466,459.613689
6 Jan 2020 01:54:23.000,42.691,-124.010,459.789386
6 Jan 2020 01:54:33.000,43.196,-123.513,459.977012
6 Jan 2020 01:54:43.000,43.697,-123.007,460.163892
6 Jan 2020 01:54:53.000,44.196,-122.492,460.349934
6 Jan 2020 01:55:03.000,44.692,-121.967,460.535043
6 Jan 2020 01:55:13.000,45.186,-121.433,460.719129
6 Jan 2020 01:55:23.000,45.676,-120.889,460.902099
6 Jan 2020 01:55:33.000,46.163,-120.334,461.083861
6 Jan 2020 01:55:43.000,46.647,-119.769,461.264324
6 Jan 2020 01:55:53.000,47.127,-119.193,461.443400
6 Jan 2020 01:56:03.000,47.605,-118.606,461.620999
6 Jan 2020 01:56:13.000,48.078,-118.007,461.797031
6 Jan 2020 01:56:23.000,48.548,-117.397,461.971410
6 Jan 2020 01:56:33.000,49.014,-116.774,462.144047
6 Jan 2020 01:56:33.973,49.059,-116.713,462.160755
6 Jan 2020 06:56:03.019,43.677,-77.046,460.156438
6 Jan 2020 06:56:13.000,43.176,-76.541,459.969875
6 Jan 2020 06:56:23.000,42.672,-76.045,459.782217
6 Jan 2020 06:56:33.000,42.165,-75.556,459.593912
6 Jan 2020 06:56:43.000,41.656,-75.077,459.405052
6 Jan 2020 06:56:53.000,41.144,-74.605,459.215732
6 Jan 2020 06:57:03.000,40.630,-74.142,459.026048
6 Jan 2020 06:57:08.947,40.323,-73.870,458.913116
6 Jan 2020 08:27:49.650,48.994,-106.968,462.136605
6 Jan 2020 08:27:59.000,48.558,-106.386,461.975153
6 Jan 2020 08:28:09.000,48.088,-105.776,461.800803
6 Jan 2020 08:28:19.000,47.615,-105.177,461.624797
6 Jan 2020 08:28:29.000,47.138,-104.590,461.447223
6 Jan 2020 08:28:39.000,46.657,-104.014,461.268169
6 Jan 2020 08:28:49.000,46.173,-103.448,461.087726
6 Jan 2020 08:28:59.000,45.686,-102.894,460.905983
6 Jan 2020 08:29:09.000,45.196,-102.349,460.723031
6 Jan 2020 08:29:19.000,44.703,-101.815,460.538961
6 Jan 2020 08:29:29.000,44.207,-101.290,460.353864
6 Jan 2020 08:29:39.000,43.708,-100.775,460.167835
6 Jan 2020 08:29:49.000,43.206,-100.268,459.980964
6 Jan 2020 08:29:59.000,42.702,-99.771,459.793346
6 Jan 2020 08:30:09.000,42.195,-99.283,459.605074
6 Jan 2020 08:30:19.000,41.686,-98.802,459.416243
6 Jan 2020 08:30:29.000,41.174,-98.330,459.226947
6 Jan 2020 08:30:39.000,40.660,-97.866,459.037280
6 Jan 2020 08:30:49.000,40.144,-97.410,458.847337
6 Jan 2020 08:30:59.000,39.626,-96.961,458.657214
6 Jan 2020 08:31:09.000,39.105,-96.519,458.467006
6 Jan 2020 08:31:19.000,38.583,-96.085,458.276807
6 Jan 2020 08:31:29.000,38.058,-95.657,458.086713
6 Jan 2020 08:31:39.000,37.532,-95.236,457.896819
6 Jan 2020 08:31:49.000,37.004,-94.821,457.707221
6 Jan 2020 08:31:59.000,36.474,-94.413,457.518013
6 Jan 2020 08:32:09.000,35.942,-94.011,457.329290
6 Jan 2020 08:32:19.000,35.409,-93.614,457.141146
6 Jan 2020 08:32:29.000,34.873,-93.224,456.953677
6 Jan 2020 08:32:39.000,34.337,-92.839,456.766975
6 Jan 2020 08:32:49.000,33.799,-92.459,456.581135
6 Jan 2020 08:32:59.000,33.259,-92.085,456.396250
6 Jan 2020 08:33:09.000,32.718,-91.715,456.212413
6 Jan 2020 08:33:19.000,32.176,-91.351,456.029716
6 Jan 2020 08:33:29.000,31.632,-90.991,455.848250
6 Jan 2020 08:33:39.000,31.087,-90.636,455.668107
6 Jan 2020 08:33:49.000,30.541,-90.285,455.489378
6 Jan 2020 08:33:53.370,30.302,-90.134,455.411743
6 Jan 2020 08:33:57.070,30.099,-90.006,455.346227
6 Jan 2020 08:34:07.000,29.554,-89.665,455.171513
6 Jan 2020 08:34:17.000,29.005,-89.327,454.997216
6 Jan 2020 08:34:18.239,28.936,-89.285,454.975740
6 Jan 2020 10:03:18.703,43.552,-124.314,460.109788
6 Jan 2020 10:03:28.000,43.085,-123.845,459.935852
6 Jan 2020 10:03:38.000,42.580,-123.350,459.748066
6 Jan 2020 10:03:48.000,42.073,-122.864,459.559650
6 Jan 2020 10:03:58.000,41.563,-122.386,459.370696
6 Jan 2020 10:04:08.000,41.051,-121.915,459.181301
6 Jan 2020 10:04:18.000,40.536,-121.453,458.991557
6 Jan 2020 10:04:28.000,40.019,-120.999,458.801561
6 Jan 2020 10:04:38.000,39.500,-120.552,458.611407
6 Jan 2020 10:04:48.000,38.979,-120.112,458.421191
6 Jan 2020 10:04:58.000,38.456,-119.679,458.231007
6 Jan 2020 10:05:08.000,37.932,-119.253,458.040952
6 Jan 2020 10:05:18.000,37.405,-118.833,457.851119
6 Jan 2020 10:05:28.000,36.876,-118.420,457.661605
6 Jan 2020 10:05:38.000,36.346,-118.013,457.472503
6 Jan 2020 10:05:48.000,35.814,-117.612,457.283910
6 Jan 2020 10:05:58.000,35.280,-117.217,457.095919
6 Jan 2020 10:06:08.000,34.744,-116.828,456.908625
6 Jan 2020 10:06:18.000,34.207,-116.444,456.722121
6 Jan 2020 10:06:28.000,33.669,-116.066,456.536502
6 Jan 2020 10:06:38.000,33.129,-115.693,456.351860
6 Jan 2020 10:06:47.631,32.608,-115.338,456.175036
6 Jan 2020 22:06:55.444,28.708,-82.704,454.904189
6 Jan 2020 22:07:05.000,29.234,-82.382,455.069820
6 Jan 2020 22:07:15.000,29.784,-82.042,455.244830
6 Jan 2020 22:07:25.000,30.332,-81.697,455.421467
6 Jan 2020 22:07:33.113,30.775,-81.415,455.565905
6 Jan 2020 22:08:00.145,32.248,-80.451,456.053862
6 Jan 2020 22:08:10.000,32.782,-80.092,456.234060
6 Jan 2020 22:08:20.000,33.323,-79.722,456.418036
6 Jan 2020 22:08:30.000,33.862,-79.347,456.603048
6 Jan 2020 22:08:40.000,34.400,-78.967,456.789005
6 Jan 2020 22:08:50.000,34.937,-78.581,456.975812
6 Jan 2020 22:09:00.000,35.472,-78.190,457.163377
6 Jan 2020 22:09:10.000,36.005,-77.793,457.351605
6 Jan 2020 22:09:20.000,36.536,-77.390,457.540401
6 Jan 2020 22:09:30.000,37.066,-76.981,457.729672
6 Jan 2020 22:09:40.000,37.594,-76.565,457.919322
6 Jan 2020 22:09:47.556,37.992,-76.247,458.062821
6 Jan 2020 22:09:51.103,38.178,-76.097,458.130217
6 Jan 2020 22:10:01.000,38.697,-75.672,458.318398
6 Jan 2020 22:10:11.000,39.219,-75.236,458.508620
6 Jan 2020 22:10:21.000,39.739,-74.793,458.698830
6 Jan 2020 22:10:31.000,40.257,-74.342,458.888935
6 Jan 2020 22:10:35.581,40.494,-74.133,458.975963
6 Jan 2020 22:10:38.241,40.631,-74.011,459.026465
6 Jan 2020 22:10:48.000,41.133,-73.559,459.211600
6 Jan 2020 22:10:58.000,41.644,-73.088,459.400944
6 Jan 2020 22:11:08.000,42.154,-72.608,459.589830
6 Jan 2020 22:11:18.000,42.661,-72.120,459.778165
6 Jan 2020 22:11:28.000,43.166,-71.624,459.965854
6 Jan 2020 22:11:38.000,43.667,-71.119,460.152804
6 Jan 2020 22:11:48.000,44.167,-70.604,460.338920
6 Jan 2020 22:11:58.000,44.663,-70.080,460.524111
6 Jan 2020 22:12:08.000,45.156,-69.547,460.708283
6 Jan 2020 22:12:18.000,45.647,-69.003,460.891345
6 Jan 2020 22:12:28.000,46.134,-68.449,461.073205
6 Jan 2020 22:12:38.000,46.619,-67.885,461.253773
6 Jan 2020 22:12:41.396,46.782,-67.691,461.314778
6 Jan 2020 23:41:08.163,30.691,-105.167,455.538488
6 Jan 2020 23:41:18.000,31.228,-104.821,455.714689
6 Jan 2020 23:41:28.000,31.773,-104.465,455.895193
6 Jan 2020 23:41:38.000,32.317,-104.104,456.076997
6 Jan 2020 23:41:48.000,32.859,-103.738,456.260009
6 Jan 2020 23:41:58.000,33.399,-103.367,456.444138
6 Jan 2020 23:42:08.000,33.939,-102.992,456.629291
6 Jan 2020 23:42:18.000,34.476,-102.611,456.815375
6 Jan 2020 23:42:28.000,35.013,-102.224,457.002296
6 Jan 2020 23:42:38.000,35.547,-101.832,457.189961
6 Jan 2020 23:42:48.000,36.080,-101.434,457.378277
6 Jan 2020 23:42:58.000,36.612,-101.031,457.567147
6 Jan 2020 23:43:08.000,37.141,-100.621,457.756478
6 Jan 2020 23:43:18.000,37.669,-100.204,457.946176
6 Jan 2020 23:43:28.000,38.195,-99.782,458.136144
6 Jan 2020 23:43:38.000,38.719,-99.352,458.326287
6 Jan 2020 23:43:48.000,39.241,-98.916,458.516512
6 Jan 2020 23:43:58.000,39.761,-98.473,458.706721
6 Jan 2020 23:44:08.000,40.279,-98.022,458.896821
6 Jan 2020 23:44:18.000,40.794,-97.564,459.086715
6 Jan 2020 23:44:28.000,41.308,-97.097,459.276310
6 Jan 2020 23:44:38.000,41.819,-96.623,459.465509
6 Jan 2020 23:44:48.000,42.327,-96.141,459.654220
6 Jan 2020 23:44:58.000,42.834,-95.650,459.842346
6 Jan 2020 23:45:08.000,43.337,-95.151,460.029795
6 Jan 2020 23:45:18.000,43.838,-94.643,460.216472
6 Jan 2020 23:45:28.000,44.336,-94.125,460.402284
6 Jan 2020 23:45:38.000,44.832,-93.598,460.587139
6 Jan 2020 23:45:48.000,45.324,-93.061,460.770944
6 Jan 2020 23:45:58.000,45.814,-92.514,460.953608
6 Jan 2020 23:46:08.000,46.300,-91.956,461.135039
6 Jan 2020 23:46:18.000,46.783,-91.388,461.315146
6 Jan 2020 23:46:28.000,47.263,-90.809,461.493841
6 Jan 2020 23:46:38.000,47.739,-90.219,461.671034
6 Jan 2020 23:46:45.561,48.097,-89.765,461.803951
7 Jan 2020 01:17:09.606,38.458,-123.265,458.231585
7 Jan 2020 01:17:19.000,38.949,-122.859,458.410263
7 Jan 2020 01:17:29.000,39.471,-122.420,458.600494
7 Jan 2020 01:17:39.000,39.990,-121.973,458.790668
7 Jan 2020 01:17:49.000,40.507,-121.519,458.980690
7 Jan 2020 01:17:59.000,41.021,-121.057,459.170465
7 Jan 2020 01:18:09.000,41.534,-120.588,459.359899
7 Jan 2020 01:18:19.000,42.044,-120.110,459.548896
7 Jan 2020 01:18:29.000,42.551,-119.624,459.737361
7 Jan 2020 01:18:39.000,43.056,-119.130,459.925202
7 Jan 2020 01:18:49.000,43.559,-118.626,460.112323
7 Jan 2020 01:18:59.000,44.059,-118.114,460.298631
7 Jan 2020 01:19:09.000,44.556,-117.592,460.484034
7 Jan 2020 01:19:19.000,45.050,-117.060,460.668438
7 Jan 2020 01:19:29.000,45.541,-116.519,460.851753
7 Jan 2020 01:19:39.000,46.029,-115.968,461.033885
7 Jan 2020 01:19:49.000,46.514,-115.405,461.214744
7 Jan 2020 01:19:59.000,46.995,-114.833,461.394241
7 Jan 2020 01:20:09.000,47.474,-114.249,461.572285
7 Jan 2020 01:20:19.000,47.948,-113.654,461.748788
7 Jan 2020 01:20:29.000,48.419,-113.047,461.923662
7 Jan 2020 01:20:39.000,48.887,-112.428,462.096819
7 Jan 2020 01:20:42.864,49.066,-112.185,462.163246
7 Jan 2020 06:19:44.113,45.057,-73.962,460.671294
7 Jan 2020 06:19:54.000,44.569,-73.436,460.488997
7 Jan 2020 06:20:04.000,44.072,-72.914,460.303614
7 Jan 2020 06:20:14.000,43.572,-72.401,460.117324
7 Jan 2020 06:20:24.000,43.070,-71.898,459.930218
7 Jan 2020 06:20:34.000,42.565,-71.403,459.742391
7 Jan 2020 06:20:44.000,42.057,-70.917,459.553936
7 Jan 2020 06:20:54.000,41.547,-70.439,459.364947
7 Jan 2020 06:20:54.530,41.520,-70.414,459.354924
7 Jan 2020 07:51:56.970,49.068,-102.528,462.163793
7 Jan 2020 07:52:06.000,48.647,-101.964,462.008119
7 Jan 2020 07:52:16.000,48.178,-101.351,461.834061
7 Jan 2020 07:52:26.000,47.705,-100.750,461.658331
7 Jan 2020 07:52:36.000,47.228,-100.161,461.481018
7 Jan 2020 07:52:46.000,46.748,-99.583,461.302208
7 Jan 2020 07:52:56.000,46.265,-99.015,461.121992
7 Jan 2020 07:53:06.000,45.779,-98.459,460.940460
7 Jan 2020 07:53:16.000,45.289,-97.913,460.757702
7 Jan 2020 07:53:26.000,44.796,-97.376,460.573808
7 Jan 2020 07:53:36.000,44.301,-96.850,460.388872
7 Jan 2020 07:53:46.000,43.802,-96.333,460.202985
7 Jan 2020 07:53:56.000,43.301,-95.825,460.016241
7 Jan 2020 07:54:06.000,42.797,-95.326,459.828732
7 Jan 2020 07:54:16.000,42.291,-94.836,459.640552
7 Jan 2020 07:54:26.000,41.782,-94.355,459.451795
7 Jan 2020 07:54:36.000,41.270,-93.881,459.262556
7 Jan 2020 07:54:46.000,40.757,-93.416,459.072928
7 Jan 2020 07:54:56.000,40.241,-92.958,458.883008
7 Jan 2020 07:55:06.000,39.723,-92.508,458.692890
7 Jan 2020 07:55:16.000,39.203,-92.065,458.502669
7 Jan 2020 07:55:26.000,38.681,-91.629,458.312441
7 Jan 2020 07:55:36.000,38.157,-91.201,458.122300
7 Jan 2020 07:55:46.000,37.630,-90.778,457.932342
7 Jan 2020 07:55:56.000,37.103,-90.363,457.742661
7 Jan 2020 07:56:06.000,36.573,-89.953,457.553354
7 Jan 2020 07:56:16.000,36.041,-89.550,457.364514
7 Jan 2020 07:56:26.000,35.508,-89.153,457.176237
7 Jan 2020 07:56:36.000,34.973,-88.761,456.988617
7 Jan 2020 07:56:46.000,34.437,-88.375,456.801748
7 Jan 2020 07:56:56.000,33.899,-87.994,456.615723
7 Jan 2020 07:57:06.000,33.360,-87.619,456.430637
7 Jan 2020 07:57:16.000,32.819,-87.249,456.246581
7 Jan 2020 07:57:26.000,32.277,-86.883,456.063649
7 Jan 2020 07:57:36.000,31.733,-86.523,455.881931
7 Jan 2020 07:57:46.000,31.188,-86.167,455.701520
7 Jan 2020 07:57:56.000,30.642,-85.816,455.522507
7 Jan 2020 07:58:06.000,30.095,-85.469,455.344980
7 Jan 2020 07:58:14.359,29.637,-85.182,455.197782
7 Jan 2020 09:25:57.939,47.926,-124.726,461.740326
7 Jan 2020 09:26:07.000,47.495,-124.186,461.580385
7 Jan 2020 09:26:17.000,47.017,-123.602,461.402399
7 Jan 2020 09:26:27.000,46.536,-123.029,461.222957
7 Jan 2020 09:26:37.000,46.051,-122.466,461.042148
7 Jan 2020 09:26:47.000,45.563,-121.914,460.860062
7 Jan 2020 09:26:57.000,45.072,-121.373,460.676791
7 Jan 2020 09:27:07.000,44.578,-120.841,460.492425
7 Jan 2020 09:27:17.000,44.081,-120.318,460.307057
7 Jan 2020 09:27:27.000,43.582,-119.806,460.120779
7 Jan 2020 09:27:37.000,43.079,-119.302,459.933684
7 Jan 2020 09:27:47.000,42.574,-118.807,459.745866
7 Jan 2020 09:27:57.000,42.067,-118.321,459.557418
7 Jan 2020 09:28:07.000,41.557,-117.843,459.368436
7 Jan 2020 09:28:17.000,41.044,-117.373,459.179012
7 Jan 2020 09:28:27.000,40.530,-116.911,458.989243
7 Jan 2020 09:28:37.000,40.013,-116.456,458.799222
7 Jan 2020 09:28:47.000,39.494,-116.010,458.609046
7 Jan 2020 09:28:57.000,38.973,-115.570,458.418808
7 Jan 2020 09:29:07.000,38.450,-115.137,458.228605
7 Jan 2020 09:29:17.000,37.925,-114.711,458.038532
7 Jan 2020 09:29:27.000,37.398,-114.292,457.848683
7 Jan 2020 09:29:37.000,36.869,-113.879,457.659154
7 Jan 2020 09:29:47.000,36.339,-113.472,457.470040
7 Jan 2020 09:29:57.000,35.807,-113.072,457.281436
7 Jan 2020 09:30:07.000,35.273,-112.677,457.093436
7 Jan 2020 09:30:17.000,34.737,-112.288,456.906134
7 Jan 2020 09:30:27.000,34.200,-111.904,456.719624
7 Jan 2020 09:30:37.000,33.662,-111.526,456.534001
7 Jan 2020 09:30:47.000,33.122,-111.153,456.349356
7 Jan 2020 09:30:57.000,32.580,-110.785,456.165783
7 Jan 2020 09:31:07.000,32.037,-110.422,455.983374
7 Jan 2020 09:31:17.000,31.493,-110.063,455.802221
7 Jan 2020 09:31:21.157,31.267,-109.916,455.727314
7 Jan 2020 23:04:56.303,29.560,-101.354,455.173203
7 Jan 2020 23:05:06.000,30.091,-101.022,455.343849
7 Jan 2020 23:05:16.000,30.639,-100.675,455.521376
7 Jan 2020 23:05:26.000,31.185,-100.324,455.700390
7 Jan 2020 23:05:36.000,31.730,-99.968,455.880802
7 Jan 2020 23:05:46.000,32.274,-99.608,456.062522
7 Jan 2020 23:05:56.000,32.816,-99.243,456.245457
7 Jan 2020 23:06:06.000,33.357,-98.872,456.429516
7 Jan 2020 23:06:16.000,33.896,-98.497,456.614608
7 Jan 2020 23:06:26.000,34.434,-98.117,456.800638
7 Jan 2020 23:06:36.000,34.970,-97.731,456.987514
7 Jan 2020 23:06:46.000,35.505,-97.339,457.175141
7 Jan 2020 23:06:56.000,36.038,-96.942,457.363426
7 Jan 2020 23:07:06.000,36.570,-96.539,457.552275
7 Jan 2020 23:07:16.000,37.100,-96.129,457.741592
7 Jan 2020 23:07:26.000,37.628,-95.714,457.931283
7 Jan 2020 23:07:36.000,38.154,-95.292,458.121253
7 Jan 2020 23:07:46.000,38.678,-94.863,458.311406
7 Jan 2020 23:07:56.000,39.200,-94.427,458.501648
7 Jan 2020 23:08:06.000,39.720,-93.984,458.691883
7 Jan 2020 23:08:16.000,40.238,-93.534,458.882016
7 Jan 2020 23:08:26.000,40.754,-93.077,459.071951
7 Jan 2020 23:08:36.000,41.268,-92.611,459.261595
7 Jan 2020 23:08:46.000,41.779,-92.138,459.450851
7 Jan 2020 23:08:56.000,42.288,-91.657,459.639626
7 Jan 2020 23:09:06.000,42.795,-91.167,459.827825
7 Jan 2020 23:09:16.000,43.299,-90.668,460.015354
7 Jan 2020 23:09:26.000,43.800,-90.160,460.202119
7 Jan 2020 23:09:36.000,44.298,-89.644,460.388026
7 Jan 2020 23:09:46.000,44.794,-89.117,460.572984
7 Jan 2020 23:09:56.000,45.287,-88.581,460.756900
7 Jan 2020 23:10:06.000,45.776,-88.035,460.939681
7 Jan 2020 23:10:16.000,46.263,-87.479,461.121238
7 Jan 2020 23:10:26.000,46.747,-86.911,461.301478
7 Jan 2020 23:10:36.000,47.227,-86.333,461.480313
7 Jan 2020 23:10:41.011,47.466,-86.040,461.569375
8 Jan 2020 00:40:21.571,35.451,-121.078,457.156066
8 Jan 2020 00:40:31.000,35.954,-120.704,457.333522
8 Jan 2020 00:40:41.000,36.486,-120.301,457.522289
8 Jan 2020 00:40:51.000,37.016,-119.893,457.711539
8 Jan 2020 00:41:01.000,37.544,-119.478,457.901179
8 Jan 2020 00:41:11.000,38.070,-119.057,458.091112
8 Jan 2020 00:41:21.000,38.595,-118.630,458.281244
8 Jan 2020 00:41:31.000,39.117,-118.195,458.471479
8 Jan 2020 00:41:41.000,39.638,-117.754,458.661723
8 Jan 2020 00:41:51.000,40.156,-117.305,458.851880
8 Jan 2020 00:42:01.000,40.673,-116.848,459.041854
8 Jan 2020 00:42:11.000,41.187,-116.384,459.231552
8 Jan 2020 00:42:21.000,41.698,-115.912,459.420878
8 Jan 2020 00:42:31.000,42.208,-115.432,459.609737
8 Jan 2020 00:42:41.000,42.714,-114.943,459.798035
8 Jan 2020 00:42:51.000,43.219,-114.446,459.985677
8 Jan 2020 00:43:01.000,43.720,-113.940,460.172571
8 Jan 2020 00:43:11.000,44.219,-113.425,460.358623
8 Jan 2020 00:43:21.000,44.716,-112.900,460.543739
8 Jan 2020 00:43:31.000,45.209,-112.365,460.727828
8 Jan 2020 00:43:41.000,45.699,-111.821,460.910797
8 Jan 2020 00:43:51.000,46.186,-111.266,461.092555
8 Jan 2020 00:44:01.000,46.670,-110.701,461.273012
8 Jan 2020 00:44:11.000,47.151,-110.124,461.452077
8 Jan 2020 00:44:21.000,47.628,-109.537,461.629662
8 Jan 2020 00:44:31.000,48.101,-108.938,461.805677
8 Jan 2020 00:44:41.000,48.571,-108.327,461.980035
8 Jan 2020 00:44:51.000,49.038,-107.705,462.152648
8 Jan 2020 00:44:51.546,49.063,-107.670,462.162019
8 Jan 2020 05:43:35.969,45.892,-70.352,460.982952
8 Jan 2020 05:43:45.000,45.451,-69.856,460.818186
8 Jan 2020 05:43:55.000,44.959,-69.316,460.634633
8 Jan 2020 05:44:05.000,44.464,-68.787,460.450006
8 Jan 2020 05:44:09.350,44.248,-68.560,460.369376
8 Jan 2020 07:16:05.894,49.067,-97.986,462.163516
