"Time (UTCG)","Detic Latitude (deg)","Detic Longitude (deg)","Detic Altitude (km)"
8 Jan 2020 07:16:15.000,48.643,-97.418,462.006501
8 Jan 2020 07:16:25.000,48.173,-96.805,461.832395
8 Jan 2020 07:16:35.000,47.700,-96.205,461.656619
8 Jan 2020 07:16:45.000,47.224,-95.616,461.479260
8 Jan 2020 07:16:55.000,46.744,-95.038,461.300407
8 Jan 2020 07:17:05.000,46.260,-94.471,461.120149
8 Jan 2020 07:17:15.000,45.774,-93.914,460.938576
8 Jan 2020 07:17:25.000,45.284,-93.368,460.755778
8 Jan 2020 07:17:35.000,44.791,-92.832,460.571847
8 Jan 2020 07:17:45.000,44.295,-92.306,460.386875
8 Jan 2020 07:17:55.000,43.797,-91.789,460.200953
8 Jan 2020 07:18:05.000,43.295,-91.282,460.014174
8 Jan 2020 07:18:15.000,42.791,-90.783,459.826633
8 Jan 2020 07:18:25.000,42.285,-90.293,459.638422
8 Jan 2020 07:18:35.000,41.776,-89.812,459.449637
8 Jan 2020 07:18:45.000,41.265,-89.339,459.260370
8 Jan 2020 07:18:55.000,40.751,-88.874,459.070717
8 Jan 2020 07:19:05.000,40.235,-88.416,458.880772
8 Jan 2020 07:19:15.000,39.717,-87.966,458.690631
8 Jan 2020 07:19:25.000,39.197,-87.523,458.500389
8 Jan 2020 07:19:35.000,38.674,-87.088,458.310140
8 Jan 2020 07:19:45.000,38.150,-86.659,458.119981
8 Jan 2020 07:19:55.000,37.624,-86.237,457.930007
8 Jan 2020 07:20:05.000,37.096,-85.822,457.740311
8 Jan 2020 07:20:15.000,36.566,-85.412,457.550991
8 Jan 2020 07:20:25.000,36.035,-85.009,457.362140
8 Jan 2020 07:20:35.000,35.501,-84.612,457.173853
8 Jan 2020 07:20:45.000,34.967,-84.221,456.986224
8 Jan 2020 07:20:55.000,34.430,-83.835,456.799348
8 Jan 2020 07:21:05.000,33.892,-83.454,456.613319
8 Jan 2020 07:21:15.000,33.353,-83.079,456.428229
8 Jan 2020 07:21:25.000,32.812,-82.709,456.244172
8 Jan 2020 07:21:35.000,32.270,-82.344,456.061239
8 Jan 2020 07:21:45.000,31.726,-81.984,455.879524
8 Jan 2020 07:21:55.000,31.181,-81.628,455.699116
8 Jan 2020 07:22:00.678,30.871,-81.428,455.597296
8 Jan 2020 08:49:42.833,49.051,-121.662,462.157596
8 Jan 2020 08:49:52.000,48.624,-121.090,461.999464
8 Jan 2020 08:50:02.000,48.154,-120.478,461.825287
8 Jan 2020 08:50:12.000,47.681,-119.878,461.649443
8 Jan 2020 08:50:22.000,47.204,-119.289,461.472020
8 Jan 2020 08:50:32.000,46.724,-118.712,461.293106
8 Jan 2020 08:50:42.000,46.240,-118.145,461.112791
8 Jan 2020 08:50:52.000,45.754,-117.589,460.931165
8 Jan 2020 08:51:02.000,45.264,-117.044,460.748317
8 Jan 2020 08:51:12.000,44.771,-116.508,460.564340
8 Jan 2020 08:51:22.000,44.275,-115.982,460.379325
8 Jan 2020 08:51:32.000,43.776,-115.466,460.193365
8 Jan 2020 08:51:42.000,43.275,-114.959,460.006552
8 Jan 2020 08:51:52.000,42.771,-114.461,459.818980
8 Jan 2020 08:52:02.000,42.264,-113.971,459.630743
8 Jan 2020 08:52:12.000,41.755,-113.490,459.441934
8 Jan 2020 08:52:22.000,41.244,-113.017,459.252648
8 Jan 2020 08:52:32.000,40.730,-112.552,459.062980
8 Jan 2020 08:52:42.000,40.214,-112.095,458.873024
8 Jan 2020 08:52:52.000,39.696,-111.646,458.682875
8 Jan 2020 08:53:02.000,39.175,-111.203,458.492630
8 Jan 2020 08:53:12.000,38.653,-110.768,458.302382
8 Jan 2020 08:53:22.000,38.129,-110.339,458.112227
8 Jan 2020 08:53:32.000,37.602,-109.918,457.922261
8 Jan 2020 08:53:42.000,37.074,-109.502,457.732578
8 Jan 2020 08:53:52.000,36.545,-109.093,457.543273
8 Jan 2020 08:54:02.000,36.013,-108.690,457.354442
8 Jan 2020 08:54:12.000,35.480,-108.294,457.166179
8 Jan 2020 08:54:22.000,34.945,-107.902,456.978578
8 Jan 2020 08:54:32.000,34.408,-107.517,456.791734
8 Jan 2020 08:54:42.000,33.870,-107.136,456.605740
8 Jan 2020 08:54:52.000,33.331,-106.761,456.420689
8 Jan 2020 08:55:02.000,32.790,-106.392,456.236675
8 Jan 2020 08:55:12.000,32.248,-106.027,456.053789
8 Jan 2020 08:55:22.000,31.704,-105.667,455.872124
8 Jan 2020 08:55:32.000,31.159,-105.311,455.691771
8 Jan 2020 08:55:42.000,30.613,-104.960,455.512821
8 Jan 2020 08:55:52.000,30.065,-104.614,455.335362
8 Jan 2020 08:56:02.000,29.516,-104.271,455.159485
8 Jan 2020 08:56:05.596,29.319,-104.149,455.096638
8 Jan 2020 22:28:05.555,26.270,-98.788,454.162410
8 Jan 2020 22:28:15.000,26.794,-98.486,454.318045
8 Jan 2020 22:28:25.000,27.348,-98.162,454.484851
8 Jan 2020 22:28:35.000,27.901,-97.836,454.653667
8 Jan 2020 22:28:45.000,28.453,-97.505,454.824407
8 Jan 2020 22:28:55.000,29.004,-97.171,454.996985
8 Jan 2020 22:29:05.000,29.554,-96.832,455.171316
8 Jan 2020 22:29:15.000,30.102,-96.489,455.347310
8 Jan 2020 22:29:25.000,30.650,-96.143,455.524880
8 Jan 2020 22:29:35.000,31.196,-95.791,455.703937
8 Jan 2020 22:29:45.000,31.741,-95.436,455.884390
8 Jan 2020 22:29:55.000,32.284,-95.075,456.066150
8 Jan 2020 22:30:05.000,32.827,-94.710,456.249123
8 Jan 2020 22:30:15.000,33.367,-94.340,456.433220
8 Jan 2020 22:30:25.000,33.907,-93.965,456.618347
8 Jan 2020 22:30:35.000,34.445,-93.584,456.804411
8 Jan 2020 22:30:45.000,34.981,-93.198,456.991320
8 Jan 2020 22:30:55.000,35.516,-92.807,457.178979
8 Jan 2020 22:31:05.000,36.049,-92.409,457.367294
8 Jan 2020 22:31:15.000,36.581,-92.006,457.556171
8 Jan 2020 22:31:25.000,37.111,-91.597,457.745515
8 Jan 2020 22:31:35.000,37.638,-91.181,457.935231
8 Jan 2020 22:31:45.000,38.165,-90.759,458.125224
8 Jan 2020 22:31:55.000,38.689,-90.330,458.315400
8 Jan 2020 22:32:05.000,39.211,-89.894,458.505663
8 Jan 2020 22:32:15.000,39.731,-89.452,458.695917
8 Jan 2020 22:32:25.000,40.249,-89.001,458.886067
8 Jan 2020 22:32:35.000,40.765,-88.544,459.076019
8 Jan 2020 22:32:45.000,41.279,-88.078,459.265677
8 Jan 2020 22:32:55.000,41.790,-87.605,459.454946
8 Jan 2020 22:33:05.000,42.299,-87.123,459.643732
8 Jan 2020 22:33:15.000,42.806,-86.633,459.831940
8 Jan 2020 22:33:25.000,43.310,-86.135,460.019477
8 Jan 2020 22:33:35.000,43.811,-85.627,460.206248
8 Jan 2020 22:33:45.000,44.309,-85.110,460.392161
8 Jan 2020 22:33:55.000,44.805,-84.584,460.577122
8 Jan 2020 22:34:05.000,45.298,-84.047,460.761039
8 Jan 2020 22:34:15.000,45.788,-83.501,460.943820
8 Jan 2020 22:34:16.057,45.839,-83.443,460.963068
9 Jan 2020 00:03:54.770,33.539,-117.919,456.492045
9 Jan 2020 00:04:04.000,34.037,-117.572,456.663165
9 Jan 2020 00:04:14.000,34.574,-117.190,456.849443
9 Jan 2020 00:04:24.000,35.110,-116.803,457.036542
9 Jan 2020 00:04:34.000,35.645,-116.410,457.224369
9 Jan 2020 00:04:44.000,36.178,-116.011,457.412830
9 Jan 2020 00:04:54.000,36.709,-115.606,457.601829
9 Jan 2020 00:05:04.000,37.238,-115.195,457.791273
9 Jan 2020 00:05:14.000,37.766,-114.778,457.981066
9 Jan 2020 00:05:24.000,38.291,-114.354,458.171114
9 Jan 2020 00:05:34.000,38.815,-113.924,458.361320
9 Jan 2020 00:05:44.000,39.337,-113.487,458.551591
9 Jan 2020 00:05:54.000,39.857,-113.042,458.741830
9 Jan 2020 00:06:04.000,40.374,-112.590,458.931942
9 Jan 2020 00:06:14.000,40.889,-112.131,459.121833
9 Jan 2020 00:06:24.000,41.403,-111.663,459.311407
9 Jan 2020 00:06:34.000,41.913,-111.188,459.500570
9 Jan 2020 00:06:44.000,42.422,-110.704,459.689227
9 Jan 2020 00:06:54.000,42.928,-110.212,459.877283
9 Jan 2020 00:07:04.000,43.431,-109.711,460.064645
9 Jan 2020 00:07:14.000,43.931,-109.201,460.251219
9 Jan 2020 00:07:24.000,44.429,-108.682,460.436912
9 Jan 2020 00:07:34.000,44.924,-108.154,460.621631
9 Jan 2020 00:07:44.000,45.416,-107.615,460.805284
9 Jan 2020 00:07:54.000,45.905,-107.066,460.987780
9 Jan 2020 00:08:04.000,46.391,-106.507,461.169026
9 Jan 2020 00:08:14.000,46.874,-105.937,461.348933
9 Jan 2020 00:08:24.000,47.353,-105.357,461.527411
9 Jan 2020 00:08:34.000,47.829,-104.765,461.704372
9 Jan 2020 00:08:44.000,48.301,-104.161,461.879726
9 Jan 2020 00:08:54.000,48.769,-103.545,462.053386
9 Jan 2020 00:09:00.366,49.066,-103.147,462.163010
9 Jan 2020 06:40:22.907,48.690,-92.940,462.023884
9 Jan 2020 06:40:32.000,48.263,-92.382,461.865770
9 Jan 2020 06:40:42.000,47.791,-91.779,461.690276
9 Jan 2020 06:40:52.000,47.315,-91.188,461.513183
9 Jan 2020 06:41:02.000,46.835,-90.608,461.334580
9 Jan 2020 06:41:12.000,46.352,-90.039,461.154555
9 Jan 2020 06:41:22.000,45.866,-89.481,460.973198
9 Jan 2020 06:41:32.000,45.377,-88.933,460.790599
9 Jan 2020 06:41:42.000,44.885,-88.395,460.606850
9 Jan 2020 06:41:52.000,44.389,-87.867,460.422043
9 Jan 2020 06:42:02.000,43.891,-87.349,460.236269
9 Jan 2020 06:42:12.000,43.391,-86.840,460.049622
9 Jan 2020 06:42:22.000,42.887,-86.339,459.862194
9 Jan 2020 06:42:32.000,42.381,-85.848,459.674080
9 Jan 2020 06:42:42.000,41.872,-85.365,459.485373
9 Jan 2020 06:42:52.000,41.361,-84.891,459.296168
9 Jan 2020 06:43:02.000,40.848,-84.424,459.106559
9 Jan 2020 06:43:12.000,40.332,-83.965,458.916641
9 Jan 2020 06:43:22.000,39.815,-83.514,458.726509
9 Jan 2020 06:43:32.000,39.295,-83.070,458.536258
9 Jan 2020 06:43:42.000,38.773,-82.633,458.345984
9 Jan 2020 06:43:52.000,38.249,-82.203,458.155782
9 Jan 2020 06:44:02.000,37.723,-81.780,457.965746
9 Jan 2020 06:44:12.000,37.195,-81.363,457.775973
9 Jan 2020 06:44:22.000,36.666,-80.953,457.586556
9 Jan 2020 06:44:32.000,36.135,-80.549,457.397592
9 Jan 2020 06:44:42.000,35.602,-80.151,457.209175
9 Jan 2020 06:44:52.000,35.067,-79.758,457.021398
9 Jan 2020 06:45:02.000,34.531,-79.371,456.834358
9 Jan 2020 06:45:12.000,33.993,-78.990,456.648146
9 Jan 2020 06:45:17.783,33.682,-78.772,456.540879
9 Jan 2020 08:13:51.661,49.055,-117.127,462.159039
9 Jan 2020 08:14:01.000,48.620,-116.545,461.997921
9 Jan 2020 08:14:11.000,48.150,-115.933,461.823698
9 Jan 2020 08:14:21.000,47.677,-115.333,461.647810
9 Jan 2020 08:14:31.000,47.200,-114.745,461.470343
9 Jan 2020 08:14:41.000,46.719,-114.167,461.291388
9 Jan 2020 08:14:51.000,46.236,-113.601,461.111032
9 Jan 2020 08:15:01.000,45.749,-113.045,460.929366
9 Jan 2020 08:15:11.000,45.259,-112.500,460.746481
9 Jan 2020 08:15:21.000,44.766,-111.965,460.562467
9 Jan 2020 08:15:31.000,44.270,-111.439,460.377417
9 Jan 2020 08:15:41.000,43.771,-110.923,460.191423
9 Jan 2020 08:15:51.000,43.270,-110.416,460.004578
9 Jan 2020 08:16:01.000,42.765,-109.918,459.816975
9 Jan 2020 08:16:11.000,42.259,-109.429,459.628708
9 Jan 2020 08:16:21.000,41.750,-108.948,459.439871
9 Jan 2020 08:16:31.000,41.238,-108.475,459.250558
9 Jan 2020 08:16:41.000,40.724,-108.010,459.060865
9 Jan 2020 08:16:51.000,40.208,-107.553,458.870885
9 Jan 2020 08:17:01.000,39.690,-107.104,458.680715
9 Jan 2020 08:17:11.000,39.169,-106.662,458.490449
9 Jan 2020 08:17:21.000,38.647,-106.227,458.300182
9 Jan 2020 08:17:31.000,38.123,-105.798,458.110009
9 Jan 2020 08:17:41.000,37.596,-105.377,457.920027
9 Jan 2020 08:17:51.000,37.068,-104.962,457.730330
9 Jan 2020 08:18:01.000,36.538,-104.553,457.541012
9 Jan 2020 08:18:11.000,36.007,-104.150,457.352170
9 Jan 2020 08:18:21.000,35.473,-103.753,457.163897
9 Jan 2020 08:18:31.000,34.938,-103.362,456.976288
9 Jan 2020 08:18:41.000,34.402,-102.977,456.789438
9 Jan 2020 08:18:51.000,33.864,-102.597,456.603439
9 Jan 2020 08:19:01.000,33.324,-102.222,456.418385
9 Jan 2020 08:19:11.000,32.783,-101.852,456.234369
9 Jan 2020 08:19:21.000,32.241,-101.487,456.051483
9 Jan 2020 08:19:31.000,31.697,-101.127,455.869820
9 Jan 2020 08:19:41.000,31.152,-100.772,455.689470
9 Jan 2020 08:19:51.000,30.606,-100.421,455.510524
9 Jan 2020 08:20:01.000,30.058,-100.075,455.333071
9 Jan 2020 08:20:11.000,29.509,-99.732,455.157202
9 Jan 2020 08:20:21.000,28.959,-99.394,454.983005
9 Jan 2020 08:20:31.000,28.408,-99.060,454.810566
9 Jan 2020 08:20:41.000,27.856,-98.730,454.639973
9 Jan 2020 08:20:51.000,27.303,-98.403,454.471312
9 Jan 2020 08:21:01.000,26.749,-98.081,454.304667
9 Jan 2020 08:21:11.000,26.194,-97.761,454.140123
9 Jan 2020 08:21:17.196,25.850,-97.565,454.039269
9 Jan 2020 21:53:12.416,29.477,-92.354,455.146874
9 Jan 2020 21:53:22.000,30.003,-92.026,455.315308
9 Jan 2020 21:53:32.000,30.551,-91.680,455.492613
9 Jan 2020 21:53:42.000,31.097,-91.330,455.671420
9 Jan 2020 21:53:52.000,31.642,-90.975,455.851642
9 Jan 2020 21:54:02.000,32.186,-90.615,456.033186
9 Jan 2020 21:54:12.000,32.729,-90.251,456.215961
9 Jan 2020 21:54:22.000,33.270,-89.882,456.399877
9 Jan 2020 21:54:32.000,33.810,-89.508,456.584840
9 Jan 2020 21:54:42.000,34.348,-89.128,456.770757
9 Jan 2020 21:54:52.000,34.885,-88.743,456.957536
9 Jan 2020 21:55:02.000,35.420,-88.353,457.145083
9 Jan 2020 21:55:12.000,35.953,-87.957,457.333304
9 Jan 2020 21:55:22.000,36.485,-87.555,457.522103
9 Jan 2020 21:55:32.000,37.015,-87.146,457.711388
9 Jan 2020 21:55:42.000,37.544,-86.732,457.901062
9 Jan 2020 21:55:52.000,38.070,-86.311,458.091031
9 Jan 2020 21:56:02.000,38.595,-85.884,458.281200
9 Jan 2020 21:56:12.000,39.117,-85.449,458.471473
9 Jan 2020 21:56:22.000,39.638,-85.008,458.661755
9 Jan 2020 21:56:32.000,40.157,-84.559,458.851951
9 Jan 2020 21:56:42.000,40.673,-84.103,459.041966
9 Jan 2020 21:56:52.000,41.187,-83.639,459.231705
9 Jan 2020 21:57:02.000,41.699,-83.167,459.421072
9 Jan 2020 21:57:05.702,41.888,-82.991,459.491059
9 Jan 2020 23:27:40.106,32.269,-114.259,456.060856
9 Jan 2020 23:27:50.000,32.805,-113.898,456.241874
9 Jan 2020 23:28:00.000,33.346,-113.528,456.425944
9 Jan 2020 23:28:10.000,33.886,-113.153,456.611048
9 Jan 2020 23:28:20.000,34.424,-112.772,456.797094
9 Jan 2020 23:28:30.000,34.960,-112.387,456.983988
9 Jan 2020 23:28:40.000,35.495,-111.996,457.171637
9 Jan 2020 23:28:50.000,36.028,-111.599,457.359946
9 Jan 2020 23:29:00.000,36.560,-111.196,457.548821
9 Jan 2020 23:29:10.000,37.090,-110.787,457.738168
9 Jan 2020 23:29:20.000,37.618,-110.371,457.927891
9 Jan 2020 23:29:30.000,38.144,-109.950,458.117895
9 Jan 2020 23:29:40.000,38.669,-109.521,458.308085
9 Jan 2020 23:29:50.000,39.191,-109.086,458.498367
9 Jan 2020 23:30:00.000,39.711,-108.643,458.688644
9 Jan 2020 23:30:10.000,40.230,-108.194,458.878821
9 Jan 2020 23:30:20.000,40.746,-107.736,459.068804
9 Jan 2020 23:30:30.000,41.259,-107.271,459.258498
9 Jan 2020 23:30:40.000,41.771,-106.798,459.447806
9 Jan 2020 23:30:50.000,42.280,-106.317,459.636636
9 Jan 2020 23:31:00.000,42.787,-105.828,459.824891
9 Jan 2020 23:31:10.000,43.291,-105.329,460.012479
9 Jan 2020 23:31:20.000,43.792,-104.822,460.199306
9 Jan 2020 23:31:30.000,44.291,-104.306,460.385278
9 Jan 2020 23:31:40.000,44.787,-103.780,460.570302
9 Jan 2020 23:31:50.000,45.280,-103.244,460.754286
9 Jan 2020 23:32:00.000,45.770,-102.698,460.937138
9 Jan 2020 23:32:10.000,46.256,-102.142,461.118767
9 Jan 2020 23:32:20.000,46.740,-101.575,461.299083
9 Jan 2020 23:32:30.000,47.220,-100.998,461.477995
9 Jan 2020 23:32:40.000,47.697,-100.409,461.655414
9 Jan 2020 23:32:50.000,48.170,-99.809,461.831251
9 Jan 2020 23:33:00.000,48.640,-99.197,462.005420
9 Jan 2020 23:33:07.505,48.990,-98.729,462.134979
10 Jan 2020 01:06:11.463,47.453,-124.411,461.564731
10 Jan 2020 01:06:21.000,47.906,-123.844,461.733241
10 Jan 2020 01:06:27.370,48.207,-123.460,461.844983
10 Jan 2020 06:04:44.468,48.096,-87.626,461.803564
10 Jan 2020 06:04:54.000,47.644,-87.056,461.635741
10 Jan 2020 06:05:04.000,47.167,-86.468,461.458144
10 Jan 2020 06:05:14.000,46.686,-85.892,461.279064
10 Jan 2020 06:05:24.000,46.202,-85.326,461.098591
10 Jan 2020 06:05:34.000,45.715,-84.772,460.916814
10 Jan 2020 06:05:44.000,45.225,-84.227,460.733824
10 Jan 2020 06:05:54.000,44.732,-83.692,460.549713
10 Jan 2020 06:06:04.000,44.235,-83.168,460.364572
10 Jan 2020 06:06:14.000,43.736,-82.652,460.178494
10 Jan 2020 06:06:23.133,43.278,-82.189,460.007813
10 Jan 2020 06:06:42.700,42.289,-81.223,459.640081
10 Jan 2020 06:06:52.000,41.816,-80.775,459.464493
10 Jan 2020 06:07:02.000,41.305,-80.302,459.275217
10 Jan 2020 06:07:12.000,40.791,-79.836,459.085549
10 Jan 2020 06:07:22.000,40.275,-79.378,458.895582
10 Jan 2020 06:07:32.000,39.757,-78.928,458.705412
10 Jan 2020 06:07:42.000,39.237,-78.485,458.515135
10 Jan 2020 06:07:52.000,38.715,-78.049,458.324845
10 Jan 2020 06:08:02.000,38.191,-77.620,458.134638
10 Jan 2020 06:08:12.000,37.665,-77.197,457.944608
10 Jan 2020 06:08:22.000,37.137,-76.781,457.754852
10 Jan 2020 06:08:32.000,36.607,-76.372,457.565464
10 Jan 2020 06:08:41.364,36.109,-75.994,457.388546
10 Jan 2020 07:38:00.304,49.067,-112.604,462.163738
10 Jan 2020 07:38:10.000,48.616,-112.000,461.996444
10 Jan 2020 07:38:20.000,48.146,-111.388,461.822177
10 Jan 2020 07:38:30.000,47.672,-110.788,461.646246
10 Jan 2020 07:38:40.000,47.195,-110.200,461.468738
10 Jan 2020 07:38:50.000,46.715,-109.623,461.289742
10 Jan 2020 07:39:00.000,46.231,-109.057,461.109347
10 Jan 2020 07:39:10.000,45.744,-108.502,460.927643
10 Jan 2020 07:39:20.000,45.254,-107.956,460.744721
10 Jan 2020 07:39:30.000,44.761,-107.421,460.560672
10 Jan 2020 07:39:40.000,44.265,-106.896,460.375588
10 Jan 2020 07:39:50.000,43.766,-106.380,460.189561
10 Jan 2020 07:40:00.000,43.264,-105.873,460.002685
10 Jan 2020 07:40:10.000,42.760,-105.375,459.815052
10 Jan 2020 07:40:20.000,42.253,-104.886,459.626757
10 Jan 2020 07:40:30.000,41.744,-104.406,459.437892
10 Jan 2020 07:40:40.000,41.233,-103.933,459.248554
10 Jan 2020 07:40:50.000,40.719,-103.469,459.058837
10 Jan 2020 07:41:00.000,40.202,-103.012,458.868834
10 Jan 2020 07:41:10.000,39.684,-102.562,458.678642
10 Jan 2020 07:41:20.000,39.164,-102.120,458.488356
10 Jan 2020 07:41:30.000,38.641,-101.685,458.298071
10 Jan 2020 07:41:40.000,38.117,-101.257,458.107882
10 Jan 2020 07:41:50.000,37.590,-100.836,457.917884
10 Jan 2020 07:42:00.000,37.062,-100.421,457.728172
10 Jan 2020 07:42:10.000,36.532,-100.012,457.538843
10 Jan 2020 07:42:20.000,36.000,-99.610,457.349989
10 Jan 2020 07:42:30.000,35.467,-99.213,457.161707
10 Jan 2020 07:42:40.000,34.932,-98.822,456.974091
10 Jan 2020 07:42:50.000,34.395,-98.437,456.787233
10 Jan 2020 07:43:00.000,33.857,-98.057,456.601230
10 Jan 2020 07:43:10.000,33.318,-97.682,456.416172
10 Jan 2020 07:43:20.000,32.776,-97.313,456.232155
10 Jan 2020 07:43:30.000,32.234,-96.948,456.049269
10 Jan 2020 07:43:40.000,31.690,-96.588,455.867607
10 Jan 2020 07:43:50.000,31.145,-96.233,455.687260
10 Jan 2020 07:44:00.000,30.599,-95.882,455.508318
10 Jan 2020 07:44:10.000,30.051,-95.536,455.330872
10 Jan 2020 07:44:20.000,29.502,-95.194,455.155010
10 Jan 2020 07:44:26.094,29.167,-94.987,455.048651
10 Jan 2020 21:17:35.203,30.243,-87.349,455.392859
10 Jan 2020 21:17:45.000,30.779,-87.008,455.567217
10 Jan 2020 21:17:55.000,31.325,-86.656,455.746640
10 Jan 2020 21:18:05.000,31.870,-86.299,455.927439
10 Jan 2020 21:18:15.000,32.413,-85.938,456.109524
10 Jan 2020 21:18:25.000,32.955,-85.572,456.292802
10 Jan 2020 21:18:35.000,33.496,-85.200,456.477182
10 Jan 2020 21:18:45.000,34.035,-84.824,456.662571
10 Jan 2020 21:18:55.000,34.573,-84.442,456.848875
10 Jan 2020 21:19:05.000,35.109,-84.055,457.036003
10 Jan 2020 21:19:15.000,35.643,-83.662,457.223860
10 Jan 2020 21:19:25.000,36.176,-83.264,457.412351
10 Jan 2020 21:19:35.000,36.708,-82.859,457.601382
10 Jan 2020 21:19:45.000,37.237,-82.449,457.790858
10 Jan 2020 21:19:55.000,37.765,-82.032,457.980685
10 Jan 2020 21:20:05.000,38.290,-81.608,458.170767
10 Jan 2020 21:20:15.000,38.814,-81.178,458.361009
10 Jan 2020 21:20:25.000,39.336,-80.741,458.551317
10 Jan 2020 21:20:35.000,39.856,-80.296,458.741593
10 Jan 2020 21:20:45.000,40.374,-79.845,458.931745
10 Jan 2020 21:20:55.000,40.889,-79.385,459.121675
10 Jan 2020 21:21:05.000,41.402,-78.918,459.311290
10 Jan 2020 21:21:15.000,41.913,-78.443,459.500494
10 Jan 2020 21:21:25.000,42.422,-77.960,459.689192
10 Jan 2020 21:21:35.000,42.928,-77.468,459.877292
10 Jan 2020 21:21:45.000,43.431,-76.967,460.064697
10 Jan 2020 21:21:55.000,43.932,-76.457,460.251316
10 Jan 2020 21:22:05.000,44.430,-75.938,460.437054
10 Jan 2020 21:22:10.934,44.724,-75.626,460.546815
10 Jan 2020 22:51:30.506,31.266,-110.392,455.727156
10 Jan 2020 22:51:40.000,31.784,-110.054,455.898640
10 Jan 2020 22:51:50.000,32.327,-109.694,456.080527
10 Jan 2020 22:52:00.000,32.869,-109.328,456.263623
10 Jan 2020 22:52:10.000,33.410,-108.958,456.447835
10 Jan 2020 22:52:20.000,33.950,-108.582,456.633071
10 Jan 2020 22:52:30.000,34.488,-108.202,456.819237
10 Jan 2020 22:52:40.000,35.024,-107.815,457.006242
10 Jan 2020 22:52:50.000,35.559,-107.424,457.193990
10 Jan 2020 22:53:00.000,36.092,-107.026,457.382387
10 Jan 2020 22:53:10.000,36.623,-106.622,457.571340
10 Jan 2020 22:53:20.000,37.153,-106.213,457.760753
10 Jan 2020 22:53:30.000,37.681,-105.797,457.950532
10 Jan 2020 22:53:40.000,38.207,-105.374,458.140581
10 Jan 2020 22:53:50.000,38.731,-104.945,458.330806
10 Jan 2020 22:54:00.000,39.253,-104.509,458.521110
10 Jan 2020 22:54:10.000,39.774,-104.066,458.711399
10 Jan 2020 22:54:20.000,40.292,-103.615,458.901578
10 Jan 2020 22:54:30.000,40.807,-103.157,459.091551
10 Jan 2020 22:54:40.000,41.321,-102.691,459.281223
10 Jan 2020 22:54:50.000,41.832,-102.217,459.470500
10 Jan 2020 22:55:00.000,42.341,-101.735,459.659287
10 Jan 2020 22:55:10.000,42.847,-101.245,459.847489
10 Jan 2020 22:55:20.000,43.351,-100.746,460.035013
10 Jan 2020 22:55:30.000,43.852,-100.237,460.221764
10 Jan 2020 22:55:40.000,44.351,-99.720,460.407650
10 Jan 2020 22:55:50.000,44.846,-99.193,460.592577
10 Jan 2020 22:56:00.000,45.339,-98.656,460.776454
10 Jan 2020 22:56:10.000,45.829,-98.109,460.959188
10 Jan 2020 22:56:20.000,46.315,-97.552,461.140688
10 Jan 2020 22:56:30.000,46.799,-96.984,461.320864
10 Jan 2020 22:56:40.000,47.278,-96.405,461.499626
10 Jan 2020 22:56:50.000,47.755,-95.815,461.676885
10 Jan 2020 22:57:00.000,48.228,-95.214,461.852552
10 Jan 2020 22:57:10.000,48.697,-94.600,462.026540
10 Jan 2020 22:57:11.531,48.768,-94.505,462.053023
11 Jan 2020 00:28:56.063,43.325,-124.470,460.025214
11 Jan 2020 00:29:06.000,43.823,-123.966,460.210832
11 Jan 2020 00:29:16.000,44.322,-123.449,460.396772
11 Jan 2020 00:29:26.000,44.817,-122.923,460.581760
11 Jan 2020 00:29:36.000,45.310,-122.386,460.765702
11 Jan 2020 00:29:46.000,45.800,-121.840,460.948507
11 Jan 2020 00:29:56.000,46.287,-121.284,461.130084
11 Jan 2020 00:30:06.000,46.770,-120.716,461.310342
11 Jan 2020 00:30:16.000,47.250,-120.138,461.489191
11 Jan 2020 00:30:26.000,47.727,-119.549,461.666542
11 Jan 2020 00:30:36.000,48.200,-118.948,461.842307
11 Jan 2020 00:30:46.000,48.670,-118.335,462.016398
11 Jan 2020 00:30:54.484,49.065,-117.805,462.162720
11 Jan 2020 05:30:24.897,43.637,-78.013,460.141289
11 Jan 2020 05:30:34.000,43.179,-77.553,459.971008
11 Jan 2020 05:30:44.000,42.675,-77.057,459.783236
11 Jan 2020 05:30:54.000,42.167,-76.570,459.594818
11 Jan 2020 05:31:04.000,41.658,-76.090,459.405848
11 Jan 2020 05:31:14.000,41.146,-75.619,459.216420
11 Jan 2020 05:31:24.000,40.631,-75.156,459.026628
11 Jan 2020 05:31:34.000,40.115,-74.701,458.836569
11 Jan 2020 05:31:44.000,39.596,-74.253,458.646337
11 Jan 2020 05:31:44.909,39.549,-74.213,458.629041
11 Jan 2020 07:02:10.806,48.994,-107.965,462.136552
11 Jan 2020 07:02:20.000,48.565,-107.393,461.977671
11 Jan 2020 07:02:30.000,48.095,-106.783,461.803192
11 Jan 2020 07:02:40.000,47.621,-106.185,461.627058
11 Jan 2020 07:02:50.000,47.143,-105.598,461.449357
11 Jan 2020 07:03:00.000,46.663,-105.022,461.270179
11 Jan 2020 07:03:10.000,46.178,-104.458,461.089611
11 Jan 2020 07:03:20.000,45.691,-103.903,460.907745
11 Jan 2020 07:03:30.000,45.200,-103.359,460.724671
11 Jan 2020 07:03:40.000,44.707,-102.825,460.540481
11 Jan 2020 07:03:50.000,44.210,-102.301,460.355266
11 Jan 2020 07:04:00.000,43.711,-101.786,460.169119
